BUSINESS_PARTNER,CREATE_LOCATION,BPGROUP,SEARCH_TERM1,SEARCH_TERM2,TITLE,NAME1,NAME2,NAME3,CITY,POSTALCODE,STREET1,STREET2,STREET3,COUNTRY,LANGUAGE,STATE,PHONE,FAX,EMAIL,TIMEZONE,WEBSITE,USERID,SCAC,TSA,TWIC,SW,RLP,CWID,IATA,TAXNUM,SHIPPERKNOWNSTATUS,KNOWNSHIPPERCODE,EXPIRATIONDATE,KNOWNFROMDATE,PICKUPHRSFROM,PICKUPHRSTO,DELIVERHRSFROM,DELIVERHRSTO,COMPANYCODE,COMPANYCODEREF,STATIONPO,STATIONSO,ACCOUNTWITHVENDOR,ACCOUNTWITHCUSTOMER,PAYMENTTERMS,COMMUNICATION_METHOD,CARR_TYPE,EVENT_TYPES,ACI_AIRPORT,ACI_ZONE,SPECIALINSTRUCTIONS,PDETERMINATION,IDTYPE,IDNUMBER,RELATIONSHIPCATEGORY,STANDARDRELATIONSHIP,PARTNERDETROLECODE,REVERSERELATIONSHIP,CARRIER,CUSTOMER,CONTACTPERSON,SALESREP,FIRMS,OVERSEASAGENT,CUSTOMBROKER,CUSTOMOFFICE,RELATIONSHIP (HAS INV PARTY),LookupSalesRep,LookupSalesCode,CWID_Merge,StationCodeIDMerge,BPID,Name1_Abbv,ACI_airport,ACIzone,LookupAP,LookupZone,state,TimezoneLookup
,X,TCUS,STG HOUSTON,,0003,STG HOUSTON,,,PASADENA,77507,4035 UNDERWOOD ROAD SUITE 200,FORM CODE V209,,US,E,TX,,,,,,,,,,,,C562067,,,US,,,,,,,,,,,,,,NT15,,,,IAH,E,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C562067,A17SAT,,STG HOUSTON,IAH,E,,,TX,
,X,TCUS,MATRIX MP,,0003,MATRIX MP,,,GUADALAJARA,44890,RIO MANZANARES 1594-A,Fracc El Rosario Sectr Refo,,MX,E,JALISCO,,,,,,,,,,,,C535888,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C535888,A17SAT,,MATRIX MP,,,,,JALISCO,
,X,TCUS,HARRIS TEETER,,0003,HARRIS TEETER,,,GREENSBORO,27410,200 DISTRIBUTION DRIVE,Freezer Area/Robert Pugh,,US,E,NC,,,,,,,,,,,,C228053,,,US,,,19000101,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C228053,,,Harris Teeter,,,,,NC,
,X,TCUS,NS IND,,0003,NS INDUSTRIES,,,ALBANY,42602,105 GRANDVIEW,Harry Brooklehurst,,US,E,KY,8003204381,,,,,,,,,,,C547977,,,US,,,,,,,,,,,,,,NT15,,,,LEX,Z,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C547977,A17SAT,,NS INDUSTRIES,LEX,Z,,,KY,
,X,TCUS,IMMI DE MEXICO,,0003,IMMI DE MEXICO,,,DERRAMADERO,25300,BOULEVARD CÉSAR CANTÚ BENAVIDES PARQUE,INDUSTRIAL ALIANZA DERRAMADERO,,MX,E,COAHUILA,,,,,,,,,,,,C513749,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C513749,,,IMMI DE MEXICO,,,,,COAHUILA,
,X,TCUS,LIBERTY STEEL RAMOS,,0003,LIBERTY STEEL RAMOS,,,DERRAMADERO,25300,BOULEVARD CÉSAR CANTÚ BENAVIDES PARQUE,INDUSTRIAL ALIANZA DERRAMADERO,,MX,E,COAHUILA,,,,,,,,,,,,C529587,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529587,,,LIBERTY STEEL RAMOS,,,,,COAHUILA,
,X,TCUS,RAFYPAK SA DE CVAVE JUAN,,0003,RAFYPAK SA DE CVAVE JUAN,,,ATLACOMULCO,50450,MONROY PEREZ S/N PARQUE,INDUSTRIAL ATLACOMULCO,,MX,E,ESTADO DE MEXICOMEXICO,,,,,,,,,,,,C528927,,RAF0111132U5,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C528927,,,RAFYPAK S.A. DE C.V.AVE. JUAN,,,,,ESTADO DE MEXICOMEXICO,
,X,TCUS,STABILUS RAMOS,,0003,STABILUS RAMOS,,,RAMOS ARIZPE,25900,AVENUE INDUSTRIA METALURGICA 1010 PARQUE,INDUSTRIAL SALTILLO-RAMOS,,MX,E,Coahuila,,,,,,,,,,,,C529586,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529586,,,STABILUS RAMOS,,,,,Coahuila,
,X,TCUS,CENTRANS MARINE SHIPPING,,0003,CENTRANS MARINE SHIPPING,,,HOUSTON,77036,6161 SAVOY DRIVE 300,,,US,E,TX,,,,,INFO@CENTRANSUSA.COM,,,,,,,C546454,,,US,,,,,,,,,,,,,,NT15,,,,IAH,C,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C546454,A17SAT,,CENTRANS MARINE SHIPPING,IAH,C,,,TX,
,X,TCUS,OSCAR FERNANDEZ OF TX OFCUSTOMS,,0003,OSCAR FERNANDEZ OF TEXAS INC OFCUSTOMS INC,,,LAREDO,78045,14215 TRANSPORTATION AVENUE,Interamerica Distribution Park,,US,E,TX,,,,,,,,,,,,C563743,,,US,,,,,,,,,,,,,,NT15,,,,LRD,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C563743,A17SAT,,"Oscar Fernandez of Texas, Inc. O.F.Customs Inc",LRD,A,,,TX,
,X,TCUS,WV ELECTRIC,,0003,WEST VIRGINIA ELECTRIC,,,HUNTINGTON,25704,250 12TH STREET WEST,Jeff Floyd,,US,E,WV,304-399-4514,,,,,,,,,,,C539785,,,US,,,,,,,,,,,,,,NT15,,,,HTS,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539785,A17SAT,,WEST VIRGINIA ELECTRIC,HTS,A,,,WV,
,X,TCUS,SIERRA WEST FOR SEMIOS,,0003,SIERRA WEST FOR SEMIOS,,,FRESNO,93725,2474 SOUTH ORANGE AVENUE,John Mendoza,,US,E,CA,559.485.2892,,,,,,,,,,,C539470,,,US,,,,,,,,,,,,,,NT15,,,,FAT,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539470,A17SAT,,"Sierra West for ""Semios""",FAT,A,,,CA,
,X,TCUS,VA TECH STUDENT ATHLETE PERF CENTER,,0003,VIRGINIA TECH STUDENT ATHLETE PERFORMANCE CENTER,,,BLACKSBURG,24061,21 BEAMER WAY,John Turnerii,,US,E,VA,336-971-1449,,john.turnerii@sodexo.co,,,,,,,,,C537545,,,US,,,,,,,,,,,,,,NT15,,,,ROA,D,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C537545,A17SAT,,Virginia Tech Student Athlete Performance Center,ROA,D,,,VA,
,X,TCUS,PRP SEATS,,0003,PRP SEATS,,,TEMECULA,92590,43352 BUSINESS PARK DR,JOSH PHILLIP,,US,E,CA,951 241 2620,,,,,,,,,,,C541676,,,US,,,,,,,,,,,,,,NT15,,,,ONT,D,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C541676,A17SAT,,PRP SEATS,ONT,D,,,CA,
,X,TCUS,FRONTERA ENERGY CTR,,0003,FRONTERA ENERGY CENTER,,,MISSION,78572,320 GOODWIN ROAD,JUAN,,US,E,TX,304-6336514,,,,,,,,,,,C539784,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539784,A17SAT,,FRONTERA ENERGY CENTER,,,,,TX,
,X,TCUS,INCORDD,,0003,INCORDD,,,OAKDALE,06370,430 CHAPEL HILL,Juana Duran,,US,E,CT,8605311036,,,,,,,,,,,C555315,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C555315,A17SAT,,INCORDD,,,,,CT,
,X,TCUS,UNIMEX,,0003,UNIMEX,,,78045,78045,13599 NORTH LAMAR DRIVE,Julio Islas,,US,E,TX,956 7640841,,,,,,,,,,,C555316,,,US,,,,,,,,,,,,,,NT15,,,,LRD,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C555316,A17SAT,,UNIMEX,LRD,A,,,TX,
,X,TCUS,IEWC,,0003,IEWC,,,PLANO,75074,1700 SUMMIT AVE STE 400,Justin Whitley,,US,E,TX,877 613 4392,,,,,,,,,,,C511063,,,US,,,,,,,,,,,,,,NT15,,,,DFW,B,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C511063,,,IEWC,DFW,B,,,TX,
,X,TCUS,HESSEN FORWARDING,,0003,HESSEN FORWARDING,,,LAREDO,78045,13119 SPIVEY DRIVE,KILLAM INDUSTRIAL PARK,,US,E,TX,,,,,,,,,,,,C350385,,,US,,,,,,,,,,,,,,NT15,,,,LRD,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C350385,,,HESSEN FORWARDING,LRD,A,,,TX,
,X,TCUS,SEMIOS USA,,0003,SEMIOS USA,,,FRESNO,93722,4545 NORTH MARTY AVENUE,L.Leon,,US,E,CA,559-476 0164,,,,,,,,,,,C538330,,,US,,,,,,,,,,,,,,NT15,,,,LAX,Y,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C538330,A17SAT,,SEMIOS USA,LAX,Y,,,CA,
,X,TCUS,FASTEC DE MEXICO,,0003,FASTEC DE MEXICO,,,ZAPOPAN,45221,CALLE JILGUERO 450,LA VENTA DEL ASTILLERO,,MX,E,Jalisco,,,,,,,,,,,,C507518,,,US,,,,080000,180000,080000,180000,,,,,,,NT15,,,,,,,10034809,,,CRMH04,,10,X,,X,,,,,,,,A17SAT Fernando Arellano,S1554,C507518,A17SAT,10034809,FASTEC DE MEXICO,,,,,Jalisco,
,X,TCUS,CELATOR JALISCO,,0003,CELATOR JALISCO,,,ZAPOPAN,45221,CARR A CUCBA 400 INT3-B,LA VENTA DEL ASTILLERO ZAPOPAN,,MX,E,JALISCO,,,,,,,,,,,,C530690,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C530690,,,CELATOR JALISCO,,,,,JALISCO,
,X,TCUS,ASAHI,,0003,ASAHI,,,VILLA DE REYES,78526,AVENUE EUROPA 300PARQUE INDUSTRIAL LOGISTIK II,LAGUNA DE SAN VICENTE,,MX,E,SAN LUIS POTOSI,,,,,,,,,,,,C530311,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,MFE,C,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C530311,A17SAT,,ASAHI,MFE,C,,,SAN LUIS POTOSI,
,X,TCUS,MAS LOG C/O LANDIS + GYR,,0003,MAS LOGISTICS C/O LANDIS + GYR INC,,,PHARR,78577,9800 INTERNATIONAL BOULEVARD SUITE 12,LAS MILPAS INDUSTRIAL PARK,,US,E,TX,,,,,,,,,,,,C501180,,,US,,,,080000,180000,080000,180000,,,,,,,NT15,,,,,,,10033257,,,CRMH04,,10,X,,X,,,,,,,,A17SAT Fernando Arellano,S1554,C501180,A17SAT,10033257,MAS LOGISTICS c/o LANDIS + GYR INC.,,,,,TX,
,X,TCUS,BESTOP,,0003,BESTOP,,,LOUISVILLLE,50230,BOULEVARD AEROPUERTO NUMBERO 654 LOTE1 BODEHA 3,Luis Flores,,MX,E,EDO MEX,722 454 4057,,,,,,,,,,,C541675,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C541675,A17SAT,,Bestop,,,,,EDO MEX,
,X,TCUS,SUPPLIER,,0003,SUPPLIER,,,BROWNSVILLE,78521,2300 ROBINDALE ROAD,Luis Rincon,,US,E,TX,956.521.0585,,,,,,,,,,,C561499,,,US,,,,,,,,,,,,,,NT15,,,,MFE,C,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C561499,A17SAT,,Supplier,MFE,C,,,TX,
,X,TCUS,ZAT LOG,,0003,ZAT LOGISTICS LLC,,,TLAQUEPAQUE,45615,LA BRIDA 247 18 TRO INT,MANUEL LOPEZ COTILLA,,MX,E,JALISCO,,,,,,,,,,,,C539705,,,US,,,,,,,,,,,,,,NT15,,,,,,,10039383,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539705,,10039383,ZAT LOGISTICS LLC,,,,,JALISCO,
,X,TCUS,AJ WALTER AVIATION,,0003,AJ WALTER AVIATION,,,WEST SUSSEX,RH13OAS,THE HEADQUARTERS,Maydewell Avenue SINFOLD,,U1,E,,,,,,,,,,,,,C563744,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C563744,A17SAT,,AJ WALTER AVIATION,,,,,,
,X,TCUS,PRECISION POLYMER MFG,,0003,PRECISION POLYMER MFG,,,KALAMAZOO,49006,3915 RAVINE ROAD,MIKE VAN UNEN,,US,E,MI,269 344 2044,,,,,,,,,,,C541957,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C541957,A17SAT,,PRECISION POLYMER MFG,,,,,MI,
,X,TCUS,ORC - WI VALUE ADD,,0003,ORC - WISCONSIN VALUE ADD,,,MENOMONEE FALLS,53051,WESCO ANIXTER,N59 W 13855 MANHARDT DRIVE,,US,E,WI,,,,,,,,,,,,C559352,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C559352,A17SAT,,ORC - WISCONSIN VALUE ADD,,,,,WI,
,X,TCUS,FARMSHELF,,0003,FARMSHELF,,,BROOKLYN,11205,19 MORRIS AVENUE,"New Lab,",,US,E,NY,,,,,,,,,,,,C507719,,,US,,,,080000,160000,080000,160000,,,,,,,NT15,,,,JFK,A,,10034835,,,CRMH04,,10,X,,X,,,,,,,,A17SAT Fernando Arellano,S1554,C507719,A17SAT,10034835,FARMSHELF,JFK,A,,,NY,
,X,TCUS,TECHFORM,,0003,TECHFORM,,,PENETANGUISHENE,L9M1G8,11 CENTENNIAL DRIVE,OFFICE x 258,,CA,E,ONTARIO,(705) 549-7406,,,,,,,,,,,C534187,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C534187,A17SAT,,TECHFORM,,,,,ONTARIO,
,X,TCUS,DURAKON RAMOS PENDA,,0003,DURAKON RAMOS PENDA,,,RAMOS ARIZPE,25900,AVENUE INDUSTRIA METALURGICA 1024-1,PARQUE IND. SALTILLO-RAMOS,,MX,E,Coahuila,,,,,,,,,,,,C529512,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529512,,,DURAKON RAMOS PENDA,,,,,Coahuila,
,X,TCUS,VALEO SISTEMAS ELECTRICOS,,0003,VALEO SISTEMAS ELECTRICOS,,,SANTA ROSA JAUREGUI DE SANTIAG,,DOMICILIO AVENUE INDUSTRIAL MINERA NORTH 5032,Parque Indsutrial Queretaro,,MX,E,Queretaro,,,,,,,,,,,,C560093,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C560093,A17SAT,,VALEO SISTEMAS ELECTRICOS,,,,,Queretaro,
,X,TCUS,BARZA LOG,,0003,BARZA LOGISTICS,,,QUERETARO,76220,AVENUE HERCULES 400 BODEGA 7,PARQUE INDUSTRIAL AEREOPUERTO,,MX,E,QUERETARO,,,,,,,,,,,,C559776,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C559776,A17SAT,,BARZA LOGISTICS,,,,,QUERETARO,
,X,TCUS,PEXCO-APODA,,0003,PEXCO-APODA,,,CD APODACA,,BOULEVARD INTERAMERICAN 201 PARQUE INDUSTRIAL FINSA,"Parque Industrial Finsa, 66600",,MX,E,NL,,,,,,,,,,,,C513742,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C513742,,,Pexco-Apoda,,,,,NL,
,X,TCUS,DURAKON LERMA PENDA,,0003,DURAKON LERMA PENDA,,,LERMA TOLUCA,52002,AVENUE SANTA ANA LOTES 19 Y 20 M23,PARQUE INDUSTRIAL LERMA EM,,MX,E,TOLUCA,,,,,,,,,,,,C529197,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,CID,F,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529197,,,DURAKON LERMA PENDA,CID,F,,,TOLUCA,
,X,TCUS,SEASON GROUP MEXICO,,0003,SEASON GROUP MEXICO,,,REYNOSA,88780,PRIVADA 1ERO DE MAYO,Parque Industrial Prologis,,MX,E,Tamaulipas,,,,,,,,,,,,C513666,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C513666,A17SAT,,SEASON GROUP MEXICO,,,,,Tamaulipas,
,X,TCUS,ADAPT,,0003,ADAPT,,,QUERETARO,76226,INDUSTRIA PETROQUIMICA 402,Parque Industrial Queretaro,,MX,E,QRO,,,,,,,,,,,,C529199,,,US,,,,080000,170000,080000,170000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C529199,A17SAT,,ADAPT,,,,,QRO,
,X,TCUS,PENDA RAMOS ARIZPE,,0003,PENDA RAMOS ARIZPE,,,RAMOS ARIZPE,25900,AVENUE INDUSTRIA METALURGICA 1024-I,PARQUE INDUSTRIAL SAL-RAM,,MX,E,Coahuila,,,,,,,,,,,,C530312,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C530312,A17SAT,,PENDA RAMOS ARIZPE,,,,,Coahuila,
,X,TCUS,VALEO QRO,,0003,VALEO QRO,,,JAUREGUI,76220,AVENUE IND MINERA 502,Parque Industrial Santa Rosa,,MX,E,QUERETARO,,,,,,,,,,,,C543695,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C543695,A17SAT,,VALEO QRO.,,,,,QUERETARO,
,X,TCUS,QUALITY SYNTHETIC RUBBER - QSR,,0003,QUALITY SYNTHETIC RUBBER - QSR,,,QUERETARO,76246,CARRETERA ESTATAL 431KM 2+200 CALLE B INT 69,Parque Tecnológico Innovación,,MX,E,Queretaro,,,,,,,,,,,,C513665,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C513665,,,Quality Synthetic Rubber - QSR,,,,,Queretaro,
,X,TCUS,PALARDY,,0003,PALARDY,,,ST-HYACINTHE,J2S8L2,6355 AVENUE CHOQUETTE,Pascal Rajotte,,CA,E,Quebec,450-773-8315,,,,,,,,,,,C544167,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C544167,A17SAT,,Palardy,,,,,Quebec,
,X,TCUS,PATTIE DUNAYEVICH LOG TECHNICIAN,,0003,PATTIE DUNAYEVICH LOGISTICS TECHNICIAN,,,VISTA,92081,2455 ASH STREET,PATTIE DUNAYEVICH,,US,E,CA,7605994800,,,,,,,,,,,C542021,,,US,,,,,,,,,,,,,,NT15,,,,SAN,D,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C542021,A17SAT,,PATTIE DUNAYEVICH LOGISTICS TECHNICIAN,SAN,D,,,CA,
,X,TCUS,WINTERFELL USA,,0003,WINTERFELL USA LLC,,,PHARR,78577,9008 GOLIAD DRIVE,PCP SAMANTHA MEDAL,,US,E,TX,,,,,,,,,,,,C542632,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C542632,A17SAT,,WINTERFELL USA LLC,,,,,TX,
,X,TCUS,ARROW ELECTRONICS,,0003,ARROW ELECTRONICS INC,,,RENO,89511,665 MAESTRO DRIVE,PCP: MANUEL PIEDRA,,US,E,NV,,,,,,,,,,,,C542556,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C542556,A17SAT,,Arrow Electronics Inc.,,,,,NV,
,X,TCUS,MANNCORP,,0003,MANNCORP INC,,,SAN DIEGO,92111,7835 WILKERSON COURT,shipping,,US,E,CA,Ph 858-490-6266,,,,,,,,,,,C555274,,,US,,,,,,,,,,,,,,NT15,,,,SAN,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C555274,A17SAT,,Manncorp Inc.,SAN,A,,,CA,
,X,TCUS,FR8 AUCTIONS,,0003,FR8 AUCTIONS,,,LITHIA SPRINGS,30122,1265 TERMINUS DRIVE,,,US,E,GA,Phone : 4044216128,,,,,,,,,,,C560636,,,US,,,,,,,,,,,,,,NT15,,,,ATL,D,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C560636,A17SAT,,FR8 AUCTIONS,ATL,D,,,GA,
,X,TCUS,TTI DFW,,0003,TTI DFW,,,FORT WORTH,76137,3737 MEACHAM BOULEVARD,,,US,E,TX,Phone 817.740.9000,,,,,,,,,,,C536678,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C536678,A17SAT,,TTI DFW,,,,,TX,
,X,TCUS,BUILDERS FIRSTSOURCE,,0003,BUILDERS FIRSTSOURCE,,,ROCKPORT,78382,301 E NORTH STREET,,,US,E,TX,Phone: (361) 729-6831,,,,,,,,,,,C555311,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C555311,A17SAT,,Builders FirstSource,,,,,TX,
,X,TCUS,EXEL DBADHLSUPPLY CHAIN,,0003,EXEL INC DBADHLSUPPLY CHAIN,,,LIVONIA,48152,38701 SEVEN MILE ROAD SUITE 345,,,US,E,MI,Phone: (734) 853-5737,,,,,,,,,,,C533094,,,US,,,,,,,,,,,,,,NT15,,,,DTW,A,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C533094,A17SAT,,Exel Inc DBADHLSupply Chain,DTW,A,,,MI,
,X,TCUS,LUFTHANSA CARGO,,0003,LUFTHANSA CARGO,,,DENVER,80249,27000 EAST 75TH AVENUE UNIT A,,,US,E,CO,Phone: (800) 542-2746,,,,,,,,,,,C539618,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539618,A17SAT,,Lufthansa Cargo,,,,,CO,
,X,TCUS,LUFTHANSA CARGO IAH,,0003,LUFTHANSA CARGO IAH,,,HUMBLE,77338,19115 LEE ROAD 195,,,US,E,TX,Phone: (800) 542-2746,,,,,,,,,,,C550599,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C550599,A17SAT,,Lufthansa Cargo IAH,,,,,TX,
,X,TCUS,CARGOQUIN,,0003,CARGOQUIN INC,,,LAREDO,78041,5803 EAST DRIVE,PO Box 1128,,US,E,TX,,,,,,,,,,,,C388497,,,US,,,,080000,170000,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C388497,,,"Cargoquin, Inc",,,,,TX,
,X,TCUS,DIPASA USA,,0003,DIPASA USA INC,,,BROWNSVILLE,78526,6600 EAST FM 802,POC Vivian Ledesma/ 9568314072,,US,E,TX,,,,,,,,,,,,C542551,,,US,,,,,,,,,,,,,,NT15,,,,MFE,C,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C542551,A17SAT,,Dipasa USA Inc,MFE,C,,,TX,
,X,TCUS,PARQUE IND QUERTARO,,0003,PARQUE INDUSTRIAL QUERTARO,,,,48326,AVENUE LA MONTANA NO 121,Queretaro,,MX,E,,,,,,,,,,,,,C407904,,,US,,,,,,,,,,,,,,NT15,,,,DTW,D,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C407904,,,Parque Industrial Quertaro,DTW,D,,,,
,X,TCUS,DIAMOND WIPES INTL,,0003,DIAMOND WIPES INTERNATIONAL,,,CHINO,91710,13775 RAMONA AVENUE,"Raul Mauss, Shipping Coordinat",,US,E,CA,,,,,,,,,,,,C537197,,,US,,,,,,,,,,,,,,NT15,,,,LAX,G,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C537197,A17SAT,,Diamond Wipes International,LAX,G,,,CA,
,X,TCUS,LANDIS & GYR,,0003,LANDIS & GYR,,,REYNOSA,88788,MIKE ALLEN 1221 EDIF 1 PARQUE INDUSTRIAL,REYNOSA SECCION NORTE,,MX,E,TAMAULIPAS,,,,,,,,,,,,C539595,,,US,,,,070000,180000,070000,180000,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C539595,A17SAT,,LANDIS & GYR,,,,,TAMAULIPAS,
,X,TCUS,DOUBLE AAG C/O FARVAM,,0003,DOUBLE AAG C/O FARVAM,,,PHARR,78577,9008 GOLIAD DRIVE,"RIGO ECHAVARRIA, 9568007032",,US,E,TX,,,,,,,,,,,,C511797,,,US,,,,,,,,,,,,,,NT15,,,,,,,,,,CRMH04,,10,X,,X,,,,,,,,A17SAT HOUSE ACCOUNT,A17-S999,C511797,,,DOUBLE AAG c/o FARVAM,,,,,TX,
